iter	Logloss
286	0.4261586401
287	0.4261419986
288	0.4261331884
289	0.4261155288
290	0.4261147849
291	0.4261141975
292	0.4261141975
293	0.4261119656
294	0.4261014325
295	0.4260906253
296	0.4260389779
297	0.4260312641
298	0.4260303243
299	0.4260222973
300	0.4260201045
301	0.4259987642
302	0.4259988034
303	0.4259921468
304	0.425988701
305	0.4259886227
306	0.4259729209
307	0.4259568276
308	0.4259164965
309	0.4259137164
310	0.4258993851
311	0.4258993459
312	0.4258966441
313	0.4258965267
314	0.4258938249
315	0.4258922586
316	0.4258770659
317	0.4258744033
318	0.4258502046
319	0.4258266324
320	0.4258260842
321	0.4258239697
322	0.4258215812
323	0.4258197408
324	0.4258193101
325	0.4258187619
326	0.4257958162
327	0.4257828163
328	0.4257822681
329	0.4257822289
330	0.4257694247
331	0.4257689157
332	0.4257600663
333	0.4257579911
334	0.4257449128
335	0.4257312472
336	0.4257171508
337	0.4257142533
338	0.4257036419
339	0.4257002353
340	0.4256911118
341	0.4256798347
342	0.4256707504
343	0.4256706721
344	0.4256590818
345	0.4256424795
346	0.4256136603
347	0.425599329
348	0.4255896965
349	0.4255787327
350	0.4255664767
351	0.4255515973
352	0.425550775
353	0.4255293564
354	0.4255249709
355	0.4255161215
356	0.4255153775
357	0.4255153775
358	0.4255055101
359	0.4255019077
360	0.4254948987
361	0.4254720705
362	0.4254671759
363	0.4254611458
364	0.4254317001
365	0.425431661
366	0.4254312303
367	0.425430408
368	0.4254275104
369	0.4254145888
370	0.4254087544
371	0.4254067966
372	0.4253700679
373	0.425367601
374	0.4253549926
375	0.4253453993
376	0.4253174807
377	0.4253074566
378	0.425306791
379	0.4253049506
380	0.425302797
381	0.4252971976
382	0.4252968452
383	0.4252919507
384	0.4252906194
385	0.425282514
386	0.4252722158
387	0.4252722941
388	0.4252528334
389	0.4252001679
390	0.4251962523
391	0.4251872463
392	0.4251801589
393	0.4251768306
394	0.4251703307
395	0.4251657494
396	0.4251564301
397	0.4251413549
398	0.4251113219
399	0.4251014153
400	0.4250867316
401	0.425072831
402	0.4250704425
403	0.425063551
404	0.4250630811
405	0.4250454607
406	0.4250445601
407	0.4250444034
408	0.4250292107
409	0.425024277
410	0.4250079096
411	0.4249865302
412	0.424983985
413	0.4249713766
414	0.4249612351
415	0.4249579851
416	0.4249579459
417	0.424953717
418	0.4249522683
419	0.4249522683
420	0.4249520333
421	0.4249392683
422	0.424928931
423	0.4249285003
424	0.424902657
425	0.4249020305
426	0.4248965094
427	0.4248914582
428	0.4248844101
429	0.4248749734
430	0.4248612295
431	0.4248612295
432	0.4248607987
433	0.4248588801
434	0.4248519494
435	0.4248307657
436	0.4248281814
437	0.424823326
438	0.4248227386
439	0.4248176483
440	0.4248080158
441	0.4248043351
442	0.4247864797
443	0.4247833472
444	0.4247770822
445	0.4247669015
446	0.4247666666
447	0.4247558202
448	0.4247414106
449	0.4247398052
450	0.4247123174
451	0.4246948536
452	0.424688941
453	0.4246878054
454	0.4246856518
455	0.4246814621
456	0.4246792302
457	0.4246572242
458	0.4246534652
459	0.4246497453
460	0.4246392122
461	0.4246390556
462	0.4246390556
463	0.4246387815
464	0.4246360406
465	0.4246284442
466	0.4246223358
467	0.4246206129
468	0.4245752697
469	0.4245564354
470	0.4245563571
471	0.4245533421
472	0.4245533421
473	0.4245412819
474	0.4245398331
475	0.4245398723
476	0.4245379144
477	0.424524288
478	0.424509291
479	0.4245092127
480	0.4244822339
481	0.4244763996
482	0.4244668846
483	0.4244478545
484	0.4244390835
485	0.4244361859
486	0.4244348546
487	0.4244312522
488	0.4244308998
489	0.4244303908
490	0.4244286679
491	0.4244285504
492	0.4244253787
493	0.4244252613
494	0.4244206799
495	0.4243979692
496	0.4243917433
497	0.4243689542
498	0.4243620235
499	0.424346126
500	0.4243460477
501	0.4243366893
502	0.4243310508
503	0.42431809
504	0.4243178942
505	0.4243177767
506	0.4242950268
507	0.4242862949
508	0.4242809696
509	0.4242791293
510	0.4242781112
511	0.4242702016
512	0.4242700841
513	0.4242633101
514	0.4242620179
515	0.4242619396
516	0.4242514457
517	0.4242411475
518	0.4242411867
519	0.424213738
520	0.4242065723
521	0.4241951386
522	0.4241687472
523	0.4241686689
524	0.4241663978
525	0.4241582924
526	0.4241527322
527	0.424145175
528	0.4241398105
529	0.4241394581
530	0.4241380485
531	0.4241342112
532	0.4241324491
533	0.4241317835
534	0.4241290425
535	0.4241284552
536	0.4241171781
537	0.4241102474
538	0.4241044914
539	0.4240995968
540	0.4240788439
541	0.4240747325
542	0.4240702295
543	0.4240702295
544	0.4240666662
545	0.4240591874
546	0.4240481452
547	0.4240464615
548	0.4240464615
549	0.4240460699
550	0.4240181122
551	0.4240174074
552	0.4240174074
553	0.4240154104
554	0.4240154887
555	0.4240131002
556	0.4240129044
557	0.4240100851
558	0.4240067177
559	0.4240056605
560	0.4240057388
561	0.4239802871
562	0.4239800521
563	0.4239793473
564	0.4239737479
565	0.4239674437
566	0.4239655642
567	0.4239525643
568	0.4239424228
569	0.4239296969
570	0.423923706
571	0.4239200252
572	0.4238906187
573	0.4238818477
574	0.4238810254
575	0.4238767573
576	0.4238697483
577	0.4238693959
578	0.4238687694
579	0.4238682212
580	0.4238650496
581	0.423862152
582	0.4238622303
583	0.4238542815
584	0.4238487605
585	0.4238316491
586	0.4238090166
587	0.4238089775
588	0.42380886
589	0.4237953902
590	0.4237801583
591	0.4237798842
592	0.4237712306
593	0.4237700168
594	0.4237554114
595	0.4237511042
596	0.4237497337
597	0.4237397488
598	0.4237286284
599	0.4237263182
600	0.4236905291
601	0.4236806226
602	0.4236471829
603	0.4236466739
604	0.423644951
605	0.4236223186
606	0.4236171499
607	0.4235851199
608	0.4235851199
609	0.4235835145
610	0.4235626833
611	0.4235461201
612	0.4235445538
613	0.423541343
614	0.4235250539
615	0.4235249364
616	0.4235216473
617	0.4235173401
618	0.4235116624
619	0.4235039094
620	0.4235012076
621	0.4235003461
622	0.4235002287
623	0.4234912227
624	0.423486054
625	0.4234856625
626	0.4234718794
627	0.4234573915
628	0.4234538283
629	0.4234503825
630	0.4234497168
631	0.4234459186
632	0.4234317048
633	0.4234312741
634	0.4234271627
635	0.4234075061
636	0.4234048043
637	0.4234045302
638	0.4234032381
639	0.4234030815
640	0.4233923526
641	0.4233910996
642	0.4233906297
643	0.4233887502
644	0.4233864791
645	0.423380958
646	0.4233656479
647	0.4233651388
648	0.4233604401
649	0.4233517473
650	0.4233510425
651	0.4233475967
652	0.4233440726
653	0.4233428588
654	0.4233411359
655	0.423340666
656	0.4233349492
657	0.4233326781
658	0.4232912897
659	0.4232885488
660	0.4232856512
661	0.4232668169
662	0.4232618049
663	0.4232553049
664	0.4232549917
665	0.4232294616
666	0.4232209255
667	0.4232159918
668	0.4232156003
669	0.4232148954
670	0.4232019738
671	0.4232016605
672	0.4231976666
673	0.4231967268
674	0.4231884648
675	0.4231733504
676	0.423169004
677	0.4231665372
678	0.4231462541
679	0.4231378746
680	0.423137718
681	0.4231362301
682	0.4231118747
683	0.423111444
684	0.4231099561
685	0.4231097211
686	0.423109682
687	0.4231090163
688	0.4231063928
689	0.4230979742
690	0.4230955857
691	0.4230943718
692	0.4230915134
693	0.4230878327
694	0.4230869321
695	0.4230868538
696	0.4230853658
697	0.4230840737
698	0.4230758116
699	0.42307264
700	0.4230698207
701	0.4230622243
702	0.4230597183
703	0.4230572906
704	0.4230527876
705	0.4230500075
706	0.4230375949
707	0.4230355979
708	0.4230345799
709	0.4230345016
710	0.4230341491
711	0.4230329745
712	0.4230290196
713	0.4230260829
714	0.4230191522
715	0.4230114384
716	0.423011086
717	0.4230106944
718	0.4230047426
719	0.4230043511
720	0.4230038812
721	0.4229895891
722	0.4229891192
723	0.4229886102
724	0.4229832849
725	0.4229817186
726	0.4229682096
727	0.4229680922
728	0.4229659777
729	0.4229656645
730	0.4229649988
731	0.4229616314
732	0.4229593603
733	0.422959282
734	0.4229571284
735	0.4229498453
736	0.4229496886
737	0.422946517
738	0.4229343001
739	0.4229336736
740	0.422933008
741	0.4229314809
742	0.4229311676
743	0.4229301495
744	0.4229294839
745	0.4229296014
746	0.4229283875
747	0.4229210652
748	0.4229201255
749	0.4229181285
750	0.422918011
751	0.4229166406
752	0.4229127641
753	0.4229126074
754	0.4229124117
755	0.4228886437
756	0.4228886437
757	0.4228815564
758	0.4228791287
759	0.4228786196
760	0.4228785805
761	0.4228783847
762	0.4228784238
763	0.4228667161
764	0.4228624872
765	0.4228614299
766	0.4228603336
767	0.422856692
768	0.4228511318
769	0.4228510926
770	0.4228438487
771	0.4228348035
772	0.4228293999
773	0.4228263849
774	0.4228056711
775	0.422790126
776	0.4227884031
777	0.4227862495
778	0.4227856622
779	0.4227833128
780	0.4227831953
781	0.4227777917
782	0.4227754423
783	0.4227735236
784	0.4227719965
785	0.4227719574
786	0.4227673761
787	0.4227667104
788	0.4227632646
789	0.4227616592
790	0.4227601321
791	0.4227584876
792	0.4227533581
793	0.4227434515
794	0.4227416111
795	0.4227410238
796	0.4227387135
797	0.4227373039
798	0.4227263009
799	0.4227255961
800	0.4227178431
801	0.4227161203
802	0.4227113823
803	0.4227031203
804	0.4227012016
805	0.4227012408
806	0.4226909818
807	0.422678021
808	0.422670503
809	0.422668506
810	0.4226662741
811	0.4226643945
812	0.4226586385
813	0.4226584819
814	0.4226578163
815	0.4226502982
816	0.4226292712
817	0.4226290754
818	0.4226176809
819	0.4226154098
820	0.4226152923
821	0.4226152532
822	0.422615214
823	0.4226107502
824	0.4226102803
825	0.4226097713
826	0.4226085574
827	0.4226078918
828	0.4226015484
829	0.4226014701
830	0.4226011177
831	0.4225917201
832	0.4225856117
833	0.4225845153
834	0.4225837322
835	0.4225833406
836	0.4225795033
837	0.4225777413
838	0.4225747654
839	0.4225746087
840	0.4225738648
841	0.4225737865
842	0.4225728859
843	0.4225692443
844	0.4225675606
845	0.4225660726
846	0.4225452805
847	0.422536392
848	0.4225360396
849	0.4225356872
850	0.4225357264
851	0.4225344342
852	0.4225305577
853	0.4225305577
854	0.4225298529
855	0.4225264463
856	0.4225242144
857	0.4225188499
858	0.4225187716
859	0.4225089433
860	0.4225076903
861	0.4225044012
862	0.4225042446
863	0.4225039313
864	0.4224892476
865	0.4224848621
866	0.4224790278
867	0.4224784404
868	0.4224780097
869	0.4224769917
870	0.4224744073
871	0.4224741332
872	0.4224719405
873	0.422464305
874	0.4224642266
875	0.4224642658
876	0.4224627387
877	0.4224547899
878	0.4224545942
879	0.4224540851
880	0.4224526755
881	0.4224527146
882	0.4224354075
883	0.4224142238
884	0.4224118353
885	0.422411757
886	0.4223991877
887	0.4223915522
888	0.4223700162
889	0.4223700553
890	0.4223625764
891	0.4223597572
892	0.4223545885
893	0.4223524349
894	0.4223407663
895	0.4223402181
896	0.4223283537
897	0.4223282362
898	0.4223153537
899	0.4223047423
900	0.4223047032
901	0.4223039983
902	0.4223040375
903	0.4223031761
904	0.4223008267
905	0.4222945225
906	0.4222938177
907	0.4222893538
908	0.4222841852
909	0.4222591642
910	0.4222566582
911	0.4222555618
912	0.4222496883
913	0.4222485528
914	0.4222469865
915	0.4222120198
916	0.4222119023
917	0.4222116674
918	0.4222094746
919	0.4222094746
920	0.422203562
921	0.4222029746
922	0.4221959265
923	0.4221959265
924	0.4221943211
925	0.4221942427
926	0.4221929897
927	0.4221907578
928	0.4221899355
929	0.4221896614
930	0.4221891916
931	0.4221848843
932	0.4221671856
933	0.4221661676
934	0.4221518754
935	0.4221404026
936	0.422140011
937	0.4221389146
938	0.4221361345
939	0.4221342942
940	0.422133002
941	0.4221328062
942	0.4221195322
943	0.4221172611
944	0.4221151467
945	0.4221080985
946	0.4221080593
947	0.4221014811
948	0.4220950202
949	0.4220950594
950	0.4220893817
951	0.4220876197
952	0.4220876197
953	0.4220875022
954	0.4220789661
955	0.4220689029
956	0.422064674
957	0.4220566077
958	0.4220555114
959	0.422043921
960	0.4220434903
961	0.4220368729
962	0.422034641
963	0.4220342102
964	0.4220182344
965	0.4220148278
966	0.422002376
967	0.4220013188
968	0.4219947405
969	0.4219944664
970	0.4219939574
971	0.4219906682
972	0.4219906682
973	0.4219569937
974	0.4219546051
975	0.421951825
976	0.4219499063
977	0.4219496714
978	0.4219390992
979	0.4219386684
980	0.4219348311
981	0.4219306022
982	0.4219279396
983	0.4219273522
984	0.4219245329
985	0.4219213221
986	0.4219166233
987	0.421915801
988	0.4219010391
989	0.4218995511
990	0.4218895271
991	0.4218799337
992	0.4218781717
993	0.421877741
994	0.4218776626
995	0.4218703012
996	0.4218626657
997	0.4218443405
998	0.4218442622
999	0.4218387803
1000	0.4218362351
1001	0.4218358435
1002	0.4218358435
1003	0.4218351387
1004	0.4218235875
1005	0.4218139551
1006	0.4218127804
1007	0.4218070635
1008	0.4218002894
1009	0.4217985666
1010	0.4217983316
1011	0.4217982142
1012	0.4217892865
1013	0.4217841961
1014	0.4217837654
1015	0.4217813377
1016	0.4217700606
1017	0.4217637956
1018	0.4217629342
1019	0.421762895
1020	0.421758392
1021	0.4217515788
1022	0.4217496601
1023	0.4217495035
1024	0.421748368
1025	0.4217448439
1026	0.4217332927
1027	0.4217307084
1028	0.4217273409
1029	0.4217231512
1030	0.4217222897
1031	0.4217183741
1032	0.4217177476
1033	0.4217017718
1034	0.4217016543
1035	0.4216997748
1036	0.4216997356
1037	0.4216984826
1038	0.4216980127
1039	0.4216948411
1040	0.4216848953
1041	0.4216816062
1042	0.4216809014
1043	0.4216807839
1044	0.4216807447
1045	0.4216764767
1046	0.4216743231
1047	0.4216742447
1048	0.421663046
1049	0.4216608141
1050	0.4216393955
1051	0.4216335612
1052	0.4216321124
1053	0.4216276094
1054	0.4216276094
1055	0.421611751
1056	0.4216096366
1057	0.4216094016
1058	0.4216092058
1059	0.4216078745
1060	0.4215940914
1061	0.4215842632
1062	0.4215826186
1063	0.4215792903
1064	0.4215792511
1065	0.421575453
1066	0.4215541127
1067	0.4215439712
1068	0.4215425224
1069	0.4215418175
1070	0.421532929
1071	0.421531167
1072	0.4215272905
1073	0.4215263507
1074	0.4215263116
1075	0.4215249411
1076	0.4215230616
1077	0.4215229441
1078	0.4215230224
1079	0.4215217303
1080	0.4215162875
1081	0.4215155044
1082	0.4215152695
1083	0.4215152303
1084	0.4215105707
1085	0.4215105707
1086	0.4215104532
1087	0.4215102966
1088	0.421508652
1089	0.4215078297
1090	0.4215078297
1091	0.4215071249
1092	0.4215070858
1093	0.4215004292
1094	0.4214909924
1095	0.4214822606
1096	0.4214772485
1097	0.4214541462
1098	0.421452345
1099	0.4214465107
1100	0.4214465498
1101	0.4214425559
1102	0.4214409113
1103	0.4214357427
1104	0.4214353902
1105	0.4214044175
1106	0.421403047
1107	0.4213863272
1108	0.421386288
1109	0.4213856615
1110	0.4213755983
1111	0.4213744236
1112	0.421358761
1113	0.4213570381
1114	0.4213511647
1115	0.4213436075
1116	0.4213430201
1117	0.4213427069
1118	0.4213318214
1119	0.4213286889
1120	0.4213286497
1121	0.4213276708
1122	0.4213207401
1123	0.4213189389
1124	0.4213171377
1125	0.4213171768
1126	0.4213089931
1127	0.4213075052
1128	0.4213013968
1129	0.4212948185
1130	0.4212940354
1131	0.4212923908
1132	0.4212875746
1133	0.4212846378
1134	0.4212837764
1135	0.4212817794
1136	0.4212817794
1137	0.4212690927
1138	0.4212685837
1139	0.4212667433
1140	0.421265412
1141	0.4212633367
1142	0.4212631409
1143	0.4212613397
1144	0.4212611831
1145	0.4212522163
1146	0.4212498277
1147	0.4212493187
1148	0.4212490054
1149	0.4212485355
1150	0.4212477524
1151	0.4212472434
1152	0.4212447374
1153	0.4212431711
1154	0.4212393338
1155	0.4212384332
1156	0.4212362013
1157	0.4212320115
1158	0.4212316983
1159	0.4212309151
1160	0.4212307585
1161	0.4212298971
1162	0.4212296621
1163	0.4212122375
1164	0.4212114935
1165	0.4212105929
1166	0.4212078128
1167	0.4212078128
1168	0.4212070688
1169	0.4212069905
1170	0.421206364
1171	0.4212052676
1172	0.4212040538
1173	0.4211864725
1174	0.4211862376
1175	0.4211854936
1176	0.4211826744
1177	0.4211800117
1178	0.4211800117
1179	0.4211724545
1180	0.4211654847
1181	0.4211613732
1182	0.4211601594
1183	0.4211370179
1184	0.4211359215
1185	0.4211352559
1186	0.4211348251
1187	0.4211256234
1188	0.4211239005
1189	0.4211161867
1190	0.4211159517
1191	0.4211137981
1192	0.4211136806
1193	0.4211071024
1194	0.4211064759
1195	0.4211058102
1196	0.4211057319
1197	0.4211056927
1198	0.4210942199
1199	0.4210937108
1200	0.4210930452
1201	0.4210912831
1202	0.4210876416
1203	0.4210874458
1204	0.4210871326
1205	0.4210841175
1206	0.4210841958
1207	0.4210732712
1208	0.4210700212
1209	0.4210695513
1210	0.4210664188
1211	0.4210649308
1212	0.4210628555
1213	0.4210622682
1214	0.421060467
1215	0.4210604278
1216	0.4210603104
1217	0.42105197
1218	0.4210350153
1219	0.4210345454
1220	0.4210328225
1221	0.4210324701
1222	0.4210240515
1223	0.4210117563
1224	0.4210076449
1225	0.4209965636
1226	0.4209963678
1227	0.4209962112
1228	0.4209960938
1229	0.4209939793
1230	0.4209918257
1231	0.4209841902
1232	0.4209832113
1233	0.4209508289
1234	0.4209505548
1235	0.4209464042
1236	0.4209428801
1237	0.4209341874
1238	0.4209339524
1239	0.420933835
1240	0.4209214615
1241	0.4209202868
1242	0.4209133953
1243	0.4209126513
1244	0.4209111242
1245	0.4209109284
1246	0.4209104194
1247	0.4209103411
1248	0.4209089314
1249	0.4209042327
1250	0.4209031363
1251	0.4208992598
1252	0.4208921333
1253	0.4208883743
1254	0.4208874737
1255	0.4208857508
1256	0.4208856333
1257	0.4208846153
1258	0.4208841845
1259	0.4208837147
1260	0.420880034
1261	0.4208798773
1262	0.420879799
1263	0.4208796815
1264	0.4208782719
1265	0.420877802
1266	0.4208777237
1267	0.4208623744
1268	0.4208623352
1269	0.4208559919
1270	0.4208226697
1271	0.4208144077
1272	0.4208130764
1273	0.4207949078
1274	0.4207948686
1275	0.4207948686
1276	0.4207910313
1277	0.4207901698
1278	0.4207874289
1279	0.4207505043
1280	0.4207497212
1281	0.4207497212
1282	0.4207460013
1283	0.4207454923
1284	0.4207422423
1285	0.420736408
1286	0.4207349592
1287	0.4207342936
1288	0.4207340195
1289	0.4207308086
1290	0.4207242695
1291	0.4207240346
1292	0.4207228599
1293	0.4207227816
1294	0.4207200798
1295	0.4207198448
1296	0.4207197273
1297	0.4207196099
1298	0.4207073931
1299	0.4207074322
1300	0.4207056702
1301	0.4206938841
1302	0.4206878931
1303	0.4206880106
1304	0.4206869142
1305	0.4206866793
1306	0.420685113
1307	0.420685113
1308	0.4206817847
1309	0.4206816673
1310	0.4206816673
1311	0.4206808841
1312	0.4206802576
1313	0.4206801401
1314	0.4206798269
1315	0.4206797486
1316	0.4206734835
1317	0.4206718781
1318	0.4206628721
1319	0.4206615017
1320	0.4206614625
1321	0.4206612276
1322	0.4206594264
1323	0.420657586
1324	0.4206529656
1325	0.4206521824
1326	0.4206521433
1327	0.4206498722
1328	0.4206422758
1329	0.4206351885
1330	0.4206349927
1331	0.4206238331
1332	0.4206237548
1333	0.4206198392
1334	0.4206130651
1335	0.4206100501
1336	0.4206095019
1337	0.4206072308
1338	0.4206071525
1339	0.4206034326
1340	0.420602532
1341	0.420601279
1342	0.4206011615
1343	0.4205990471
1344	0.4205974025
1345	0.4205974025
1346	0.4205931736
1347	0.4205923513
1348	0.4205901194
1349	0.4205900019
1350	0.4205885923
1351	0.4205883574
1352	0.420583502
1353	0.4205823664
1354	0.4205801345
1355	0.4205800562
1356	0.4205748484
1357	0.4205683093
1358	0.4205677219
1359	0.4205676828
1360	0.420566234
1361	0.4205661948
1362	0.4205627099
1363	0.4205624749
1364	0.4205609087
1365	0.4205598515
1366	0.4205591858
1367	0.4205544479
1368	0.4205530382
1369	0.4205460292
1370	0.4205450895
1371	0.4205445021
1372	0.4205416045
1373	0.4205345564
1374	0.4205298184
1375	0.4205279389
1376	0.4205262944
1377	0.42052371
1378	0.4205228486
1379	0.420515448
1380	0.4205133727
1381	0.4205132161
1382	0.4205045234
1383	0.4205043276
1384	0.4205042493
1385	0.4205042493
1386	0.4205041318
1387	0.4205036619
1388	0.4205002945
1389	0.4204968095
1390	0.4204953607
1391	0.4204952824
1392	0.4204838487
1393	0.4204657976
1394	0.4204630958
1395	0.4204598067
1396	0.4204595326
1397	0.4204506049
1398	0.4204439483
1399	0.4204439483
1400	0.4204430868
1401	0.4204429302
1402	0.4204422646
1403	0.4204402676
1404	0.4204402676
1405	0.4204351772
1406	0.4204303218
1407	0.4204292255
1408	0.4204228429
1409	0.4204220207
1410	0.4204200237
1411	0.4204199062
1412	0.420419593
1413	0.4204194755
1414	0.4204107436
1415	0.4204106261
1416	0.4204069063
1417	0.4204062798
1418	0.4203855268
1419	0.420385331
1420	0.4203849395
1421	0.420384313
1422	0.4203686504
1423	0.4203681022
1424	0.4203674365
1425	0.4203663793
1426	0.4203656745
1427	0.4203557287
1428	0.4203556113
1429	0.420353027
1430	0.4203526745
1431	0.4203508733
1432	0.4203490721
1433	0.4203463312
1434	0.4203433945
1435	0.4203248734
1436	0.420323268
1437	0.4203230722
1438	0.420322759
1439	0.4203227198
1440	0.4203212319
1441	0.420316494
1442	0.420315006
1443	0.4203140663
1444	0.4203118735
1445	0.4203114428
1446	0.4202986778
1447	0.4202795302
1448	0.420279217
1449	0.4202700152
1450	0.4202696237
1451	0.4202672743
1452	0.4202670393
1453	0.4202654339
1454	0.4202646116
1455	0.4202636719
1456	0.4202633586
1457	0.4202630454
1458	0.4202625755
1459	0.4202597954
1460	0.4202595213
1461	0.4202508286
1462	0.4202455816
1463	0.4202424099
1464	0.42024194
1465	0.4202419792
1466	0.4202271389
1467	0.4202192293
1468	0.4202174672
1469	0.4202023528
1470	0.4202020396
1471	0.420200395
1472	0.4201997685
1473	0.4201997685
1474	0.4201914282
1475	0.4201889222
1476	0.4201874734
1477	0.4201849282
1478	0.4201847324
1479	0.4201833228
1480	0.4201808951
1481	0.4201808168
1482	0.4201797204
1483	0.4201763529
1484	0.4201751391
1485	0.4201733379
1486	0.4201732204
1487	0.4201717716
1488	0.4201714975
1489	0.4201715758
1490	0.4201695006
1491	0.42016535
1492	0.4201627265
1493	0.4201624132
1494	0.4201610819
1495	0.4201593199
1496	0.4201574404
1497	0.4201503922
1498	0.4201494916
1499	0.4201493741
1500	0.4201489434
1501	0.4201467506
1502	0.4201467506
1503	0.4201458109
1504	0.4201454585
1505	0.4201453018
1506	0.4201451452
1507	0.4201452235
1508	0.4201336332
1509	0.4201334374
