iter	Passed	Remaining
1499	81299	2628673
1500	81345	2628372
1501	81392	2628085
1502	81429	2627455
1503	81466	2626871
1504	81511	2626508
1505	81572	2626673
1506	81615	2626263
1507	81682	2626609
1508	81769	2627639
1509	81812	2627197
1510	81875	2627450
1511	81914	2626902
1512	81949	2626243
1513	81985	2625601
1514	82021	2624965
1515	82068	2624672
1516	82125	2624706
1517	82185	2624839
1518	82243	2624924
1519	82282	2624365
1520	82320	2623797
1521	82357	2623221
1522	82414	2623254
1523	82474	2623370
1524	82531	2623406
1525	82567	2622784
1526	82626	2622887
1527	82671	2622539
1528	82717	2622236
1529	82761	2621867
1530	82818	2621888
1531	82862	2621526
1532	82899	2620933
1533	82935	2620307
1534	82993	2620380
1535	83053	2620502
1536	83100	2620226
1537	83157	2620257
1538	83202	2619923
1539	83247	2619591
1540	83307	2619716
1541	83355	2619487
1542	83402	2619211
1543	83459	2619239
1544	83495	2618627
1545	83555	2618766
1546	83592	2618154
1547	83639	2617903
1548	83675	2617288
1549	83731	2617294
1550	83768	2616697
1551	83804	2616074
1552	83840	2615481
1553	83899	2615582
1554	83959	2615705
1555	84016	2615736
1556	84052	2615134
1557	84111	2615242
1558	84148	2614642
1559	84184	2614044
1560	84229	2613697
1561	84276	2613440
1562	84321	2613110
1563	84359	2612551
1564	84395	2611941
1565	84432	2611377
1566	84477	2611027
1567	84534	2611074
1568	84580	2610783
1569	84625	2610456
1570	84682	2610492
1571	84729	2610237
1572	84776	2609961
1573	84821	2609625
1574	84867	2609351
1575	84904	2608751
1576	84940	2608148
1577	84977	2607591
1578	85033	2607599
1579	85068	2606981
1580	85116	2606725
1581	85161	2606426
1582	85222	2606572
1583	85267	2606270
1584	85312	2605942
1585	85349	2605369
1586	85386	2604797
1587	85423	2604237
1588	85482	2604341
1589	85538	2604360
1590	85598	2604475
1591	85636	2603943
1592	85683	2603684
1593	85730	2603432
1594	85777	2603176
1595	85814	2602619
1596	85862	2602375
1597	85919	2602416
1598	85965	2602143
1599	86026	2602291
1600	86082	2602306
1601	86118	2601726
1602	86179	2601878
1603	86215	2601305
1604	86262	2601044
1605	86322	2601189
1606	86367	2600858
1607	86414	2600595
1608	86459	2600276
1609	86507	2600050
1610	86553	2599776
1611	86612	2599864
1612	86656	2599544
1613	86701	2599203
1614	86747	2598933
1615	86791	2598594
1616	86847	2598606
1617	86885	2598070
1618	86929	2597728
1619	86965	2597149
1620	87020	2597149
1621	87066	2596846
1622	87124	2596938
1623	87160	2596359
1624	87205	2596045
1625	87264	2596131
1626	87322	2596228
1627	87381	2596340
1628	87429	2596106
1629	87478	2595910
1630	87538	2596032
1631	87585	2595780
1632	87633	2595560
1633	87678	2595262
1634	87737	2595366
1635	87774	2594814
1636	87831	2594858
1637	87876	2594561
1638	87925	2594355
1639	87984	2594479
1640	88033	2594269
1641	88092	2594368
1642	88151	2594492
1643	88208	2594531
1644	88255	2594292
1645	88313	2594370
1646	88373	2594490
1647	88423	2594319
1648	88472	2594136
1649	88529	2594183
1650	88588	2594273
1651	88624	2593711
1652	88661	2593186
1653	88698	2592639
1654	88735	2592095
1655	88780	2591778
1656	88836	2591803
1657	88881	2591512
1658	88922	2591075
1659	88980	2591166
1660	89038	2591221
1661	89099	2591388
1662	89155	2591401
1663	89192	2590877
1664	89249	2590907
1665	89286	2590368
1666	89345	2590480
1667	89401	2590509
1668	89439	2589983
1669	89476	2589454
1670	89534	2589544
1671	89572	2589044
1672	89617	2588741
1673	89663	2588452
1674	89699	2587897
1675	89735	2587350
1676	89783	2587123
1677	89841	2587205
1678	89886	2586908
1679	89941	2586876
1680	90041	2588160
1681	90155	2589861
1682	90223	2590199
1683	90308	2591047
1684	90398	2592038
1685	90482	2592874
1686	90551	2593260
1687	90645	2594363
1688	90691	2594077
1689	90748	2594114
1690	90793	2593803
1691	90829	2593257
1692	90887	2593334
1693	90925	2592819
1694	90984	2592927
1695	91044	2593041
1696	91080	2592493
1697	91116	2591943
1698	91173	2591979
1699	91218	2591678
1700	91262	2591358
1701	91311	2591151
1702	91366	2591150
1703	91404	2590654
1704	91452	2590429
1705	91511	2590527
1706	91548	2590007
1707	91584	2589474
1708	91621	2588931
1709	91657	2588398
1710	91715	2588443
1711	91763	2588251
1712	91808	2587945
1713	91846	2587447
1714	91883	2586937
1715	91920	2586417
1716	91958	2585922
1717	91995	2585400
1718	92040	2585116
1719	92099	2585207
1720	92137	2584712
1721	92174	2584201
1722	92223	2584015
1723	92280	2584072
1724	92341	2584211
1725	92388	2583991
1726	92434	2583711
1727	92494	2583852
1728	92551	2583884
1729	92595	2583574
1730	92651	2583602
1731	92711	2583714
1732	92747	2583167
1733	92792	2582884
1734	92828	2582357
1735	92888	2582459
1736	92947	2582557
1737	92994	2582322
1738	93031	2581823
1739	93068	2581319
1740	93116	2581100
1741	93163	2580871
1742	93200	2580363
1743	93248	2580166
1744	93307	2580261
1745	93351	2579953
1746	93399	2579740
1747	93448	2579551
1748	93507	2579653
1749	93552	2579376
1750	93597	2579097
1751	93657	2579213
1752	93695	2578732
1753	93754	2578835
1754	93810	2578841
1755	93846	2578333
1756	93902	2578345
1757	93949	2578120
1758	94005	2578129
1759	94042	2577627
1760	94088	2577367
1761	94133	2577071
1762	94189	2577104
1763	94237	2576897
1764	94286	2576723
1765	94343	2576768
1766	94380	2576269
1767	94425	2575974
1768	94461	2575455
1769	94498	2574957
1770	94557	2575047
1771	94602	2574771
1772	94647	2574496
1773	94685	2574008
1774	94721	2573502
1775	94781	2573608
1776	94841	2573748
1777	94898	2573785
1778	94935	2573295
1779	94973	2572809
1780	95018	2572531
1781	95055	2572049
1782	95092	2571555
1783	95138	2571296
1784	95185	2571086
1785	95232	2570863
1786	95280	2570658
1787	95318	2570174
1788	95362	2569893
1789	95422	2570022
1790	95479	2570067
1791	95524	2569771
1792	95581	2569820
1793	95640	2569922
1794	95687	2569703
1795	95735	2569498
1796	95782	2569275
1797	95840	2569357
1798	95878	2568886
1799	95923	2568620
1800	95960	2568123
1801	96007	2567917
1802	96068	2568051
1803	96104	2567553
1804	96163	2567642
1805	96219	2567676
1806	96277	2567750
1807	96336	2567838
1808	96383	2567603
1809	96420	2567124
1810	96457	2566641
1811	96495	2566173
1812	96542	2565963
1813	96598	2565984
1814	96655	2566017
1815	96711	2566055
1816	96771	2566172
1817	96816	2565907
1818	96853	2565411
1819	96909	2565431
1820	96955	2565189
1821	97000	2564920
1822	97036	2564411
1823	97092	2564430
1824	97150	2564505
1825	97197	2564301
1826	97254	2564326
1827	97301	2564122
1828	97348	2563898
1829	97393	2563640
1830	97439	2563376
1831	97495	2563397
1832	97531	2562915
1833	97590	2563005
1834	97637	2562783
1835	97695	2562865
1836	97752	2562916
1837	97796	2562612
1838	97852	2562621
1839	97896	2562330
1840	97952	2562348
1841	97998	2562109
1842	98033	2561587
1843	98069	2561085
1844	98114	2560827
1845	98160	2560572
1846	98219	2560667
1847	98256	2560196
1848	98294	2559749
1849	98340	2559501
1850	98396	2559530
1851	98443	2559309
1852	98487	2559024
1853	98532	2558765
1854	98568	2558276
1855	98605	2557792
1856	98642	2557322
1857	98689	2557107
1858	98726	2556634
1859	98786	2556752
1860	98823	2556289
1861	98859	2555812
1862	98907	2555614
1863	98963	2555640
1864	99020	2555675
1865	99057	2555209
1866	99094	2554749
1867	99138	2554469
1868	99185	2554258
1869	99222	2553791
1870	99267	2553528
1871	99328	2553669
1872	99375	2553455
1873	99435	2553593
1874	99483	2553404
1875	99542	2553508
1876	99598	2553536
1877	99658	2553647
1878	99705	2553442
1879	99750	2553179
1880	99809	2553288
1881	99847	2552837
1882	99884	2552380
1883	99958	2552877
1884	100004	2552627
1885	100048	2552362
1886	100096	2552164
1887	100152	2552193
1888	100200	2552017
1889	100258	2552071
1890	100305	2551880
1891	100353	2551697
1892	100413	2551827
1893	100450	2551365
1894	100497	2551159
1895	100543	2550923
1896	100601	2551000
1897	100639	2550562
1898	100697	2550622
1899	100734	2550174
1900	100790	2550194
1901	100850	2550313
1902	100922	2550749
1903	101012	2551635
1904	101128	2553164
1905	101244	2554688
1906	101369	2556462
1907	101469	2557580
1908	101594	2559342
1909	101639	2559087
1910	101698	2559181
1911	101735	2558700
1912	101782	2558494
1913	101819	2558035
1914	101875	2558070
1915	101935	2558172
1916	101982	2557974
1917	102037	2557971
1918	102093	2557989
1919	102155	2558137
1920	102202	2557933
1921	102241	2557517
1922	102289	2557342
1923	102335	2557109
1924	102383	2556925
1925	102431	2556733
1926	102479	2556556
1927	102515	2556092
1928	102553	2555653
1929	102613	2555758
1930	102673	2555875
1931	102720	2555689
1932	102779	2555767
1933	102824	2555509
1934	102881	2555551
1935	102925	2555280
1936	102985	2555381
1937	103041	2555401
1938	103077	2554917
1939	103124	2554735
1940	103173	2554567
1941	103220	2554361
1942	103269	2554194
1943	103315	2553969
1944	103360	2553717
1945	103419	2553819
1946	103478	2553916
1947	103516	2553486
1948	103563	2553265
1949	103622	2553363
1950	103681	2553450
1951	103741	2553576
1952	103801	2553684
1953	103849	2553505
1954	103909	2553614
1955	103953	2553349
1956	104000	2553149
1957	104047	2552927
1958	104092	2552683
1959	104130	2552249
1960	104186	2552277
1961	104223	2551829
1962	104286	2552007
1963	104324	2551596
1964	104382	2551668
1965	104421	2551252
1966	104466	2551014
1967	104503	2550569
1968	104563	2550687
1969	104620	2550718
1970	104667	2550520
1971	104712	2550272
1972	104773	2550398
1973	104833	2550522
1974	104892	2550603
1975	104929	2550171
1976	104986	2550201
1977	105031	2549964
1978	105091	2550073
1979	105139	2549902
1980	105178	2549497
1981	105226	2549336
1982	105275	2549169
1983	105332	2549211
1984	105389	2549250
1985	105434	2549011
1986	105494	2549112
1987	105532	2548697
1988	105569	2548267
1989	105629	2548374
1990	105689	2548487
1991	105727	2548070
1992	105784	2548112
1993	105821	2547679
1994	105859	2547256
1995	105919	2547367
1996	105965	2547160
1997	106021	2547180
1998	106067	2546942
1999	106105	2546522
2000	106161	2546552
2001	106222	2546678
2002	106270	2546522
2003	106308	2546098
2004	106368	2546202
2005	106406	2545790
2006	106465	2545889
2007	106526	2546019
2008	106583	2546060
2009	106642	2546164
2010	106681	2545759
2011	106730	2545609
2012	106787	2545659
2013	106835	2545497
2014	106873	2545082
2015	106919	2544859
2016	106977	2544927
2017	107034	2544968
2018	107083	2544801
2019	107130	2544626
2020	107168	2544194
2021	107226	2544276
2022	107265	2543887
2023	107327	2544038
2024	107385	2544100
2025	107430	2543871
2026	107479	2543727
2027	107518	2543326
2028	107562	2543077
2029	107601	2542670
2030	107660	2542777
2031	107706	2542551
2032	107743	2542131
2033	107801	2542192
2034	107859	2542242
2035	107918	2542349
2036	107956	2541937
2037	108001	2541689
2038	108046	2541456
2039	108092	2541224
2040	108150	2541287
2041	108198	2541130
2042	108246	2540969
2043	108293	2540764
2044	108341	2540603
2045	108380	2540213
2046	108429	2540070
2047	108487	2540127
2048	108549	2540284
2049	108607	2540350
2050	108646	2539985
2051	108693	2539780
2052	108731	2539378
2053	108769	2538968
2054	108826	2539019
2055	108864	2538625
2056	108910	2538405
2057	108949	2538016
2058	108996	2537845
2059	109033	2537420
2060	109083	2537281
2061	109141	2537365
2062	109204	2537525
2063	109240	2537099
2064	109288	2536914
2065	109326	2536516
2066	109363	2536110
2067	109419	2536129
2068	109465	2535904
2069	109514	2535763
2070	109560	2535546
2071	109606	2535339
2072	109663	2535389
2073	109709	2535168
2074	109766	2535204
2075	109804	2534805
2076	109863	2534890
2077	109914	2534806
2078	109998	2535461
2079	110045	2535286
2080	110104	2535374
2081	110149	2535135
2082	110201	2535056
2083	110257	2535075
2084	110296	2534697
2085	110355	2534798
2086	110401	2534574
2087	110462	2534700
2088	110518	2534733
2089	110564	2534521
2090	110635	2534870
2091	110719	2535548
2092	110780	2535679
2093	110866	2536376
2094	110921	2536367
2095	110983	2536513
2096	111093	2537771
2097	111217	2539333
2098	111355	2541228
2099	111502	2543318
2100	111653	2545499
2101	111803	2547662
2102	111871	2547933
2103	111959	2548672
2104	112054	2549582
2105	112121	2549841
2106	112187	2550067
2107	112250	2550232
2108	112295	2549986
2109	112354	2550081
2110	112418	2550257
2111	112477	2550352
2112	112526	2550201
2113	112570	2549927
2114	112612	2549627
2115	112677	2549837
2116	112730	2549769
2117	112789	2549863
2118	112827	2549447
2119	112864	2549025
2120	112923	2549111
2121	112959	2548666
2122	113006	2548473
2123	113065	2548557
2124	113126	2548673
2125	113183	2548702
2126	113221	2548298
2127	113277	2548310
2128	113324	2548121
2129	113361	2547710
2130	113399	2547306
2131	113436	2546884
2132	113483	2546711
2133	113520	2546282
2134	113577	2546315
2135	113614	2545906
2136	113673	2545980
2137	113718	2545743
2138	113765	2545556
2139	113803	2545145
2140	113861	2545221
2141	113910	2545056
2142	113956	2544861
2143	114015	2544937
2144	114052	2544520
2145	114098	2544293
2146	114142	2544053
2147	114180	2543657
2148	114219	2543294
2149	114280	2543412
2150	114318	2543012
2151	114375	2543046
2152	114422	2542859
2153	114479	2542882
2154	114537	2542947
2155	114587	2542813
2156	114643	2542838
2157	114703	2542935
2158	114749	2542710
2159	114809	2542819
2160	114870	2542931
2161	114907	2542537
2162	114955	2542356
2163	115014	2542429
2164	115062	2542267
2165	115099	2541855
2166	115144	2541623
2167	115201	2541651
2168	115246	2541425
2169	115291	2541205
2170	115337	2540981
2171	115397	2541088
2172	115443	2540867
2173	115481	2540483
2174	115541	2540585
2175	115589	2540410
2176	115626	2540007
2177	115664	2539620
2178	115712	2539467
2179	115759	2539279
2180	115818	2539360
2181	115867	2539204
2182	115916	2539062
2183	115952	2538646
2184	115989	2538235
2185	116036	2538041
2186	116073	2537644
2187	116118	2537402
2188	116174	2537425
2189	116231	2537454
2190	116277	2537246
2191	116337	2537336
2192	116381	2537102
2193	116426	2536872
2194	116486	2536968
2195	116524	2536580
2196	116562	2536192
2197	116607	2535978
2198	116666	2536048
2199	116712	2535837
2200	116748	2535430
2201	116804	2535442
2202	116851	2535253
2203	116889	2534858
2204	116933	2534624
2205	116979	2534410
2206	117025	2534198
2207	117084	2534293
2208	117129	2534066
2209	117189	2534158
2210	117236	2533974
2211	117296	2534076
2212	117341	2533846
2213	117397	2533859
2214	117442	2533638
2215	117502	2533720
2216	117558	2533736
2217	117595	2533346
2218	117653	2533387
2219	117698	2533171
2220	117743	2532946
2221	117780	2532547
2222	117817	2532147
2223	117853	2531734
2224	117912	2531801
2225	117949	2531406
2226	117986	2531019
2227	118031	2530787
2228	118090	2530870
2229	118149	2530944
2230	118209	2531049
2231	118256	2530852
2232	118313	2530888
2233	118373	2530994
2234	118410	2530594
2235	118447	2530207
2236	118506	2530282
2237	118563	2530311
2238	118623	2530414
2239	118680	2530440
2240	118725	2530217
2241	118785	2530301
2242	118830	2530088
2243	118891	2530213
2244	118948	2530246
2245	119004	2530250
2246	119049	2530018
2247	119094	2529808
2248	119131	2529421
2249	119188	2529450
2250	119234	2529243
2251	119291	2529274
2252	119351	2529366
2253	119387	2528969
2254	119425	2528583
2255	119473	2528429
2256	119531	2528490
2257	119588	2528519
2258	119645	2528545
2259	119703	2528597
2260	119759	2528610
2261	119819	2528706
2262	119878	2528779
2263	119919	2528479
2264	119956	2528082
2265	120011	2528078
2266	120067	2528083
2267	120127	2528180
2268	120183	2528192
2269	120241	2528242
2270	120280	2527895
2271	120324	2527660
2272	120361	2527265
2273	120399	2526896
2274	120444	2526679
2275	120503	2526769
2276	120541	2526392
2277	120578	2525998
2278	120623	2525782
2279	120682	2525859
2280	120741	2525945
2281	120800	2526004
2282	120836	2525607
2283	120881	2525376
2284	120918	2524999
2285	120955	2524615
2286	121000	2524399
2287	121037	2524002
2288	121081	2523771
2289	121117	2523369
2290	121164	2523192
2291	121202	2522823
2292	121247	2522611
2293	121304	2522645
2294	121340	2522252
2295	121378	2521877
2296	121434	2521900
2297	121479	2521685
2298	121528	2521536
2299	121576	2521382
2300	121623	2521212
2301	121682	2521287
2302	121730	2521134
2303	121779	2521001
2304	121816	2520621
2305	121853	2520236
2306	121913	2520348
2307	121958	2520132
2308	122017	2520197
2309	122061	2519969
2310	122107	2519764
2311	122146	2519420
2312	122202	2519448
2313	122261	2519516
2314	122299	2519168
2315	122337	2518791
2316	122374	2518416
2317	122411	2518039
2318	122467	2518054
2319	122527	2518147
2320	122584	2518175
2321	122640	2518193
2322	122684	2517962
2323	122743	2518043
2324	122780	2517657
2325	122835	2517656
2326	122897	2517789
2327	123024	2519258
2328	123135	2520388
2329	123205	2520693
2330	123292	2521330
2331	123387	2522136
2332	123492	2523146
2333	123581	2523828
2334	123616	2523414
2335	123672	2523436
2336	123728	2523441
2337	123773	2523215
2338	123820	2523052
2339	123880	2523142
2340	123925	2522917
2341	123973	2522770
2342	124019	2522586
2343	124065	2522372
2344	124102	2522005
2345	124161	2522085
2346	124198	2521702
2347	124236	2521345
2348	124295	2521421
2349	124356	2521518
2350	124394	2521163
2351	124441	2520997
2352	124497	2521001
2353	124543	2520812
2354	124581	2520453
2355	124640	2520534
2356	124700	2520623
2357	124760	2520702
2358	124818	2520768
2359	124878	2520851
2360	124915	2520476
2361	124965	2520358
2362	125009	2520143
2363	125055	2519938
2364	125092	2519570
2365	125140	2519419
2366	125177	2519045
2367	125234	2519076
2368	125295	2519179
2369	125354	2519245
2370	125413	2519325
2371	125472	2519400
2372	125517	2519186
2373	125563	2518994
2374	125619	2519003
2375	125676	2519034
2376	125721	2518821
2377	125768	2518655
2378	125806	2518300
2379	125865	2518375
2380	125923	2518410
2381	125979	2518427
2382	126016	2518056
2383	126062	2517862
2384	126121	2517940
2385	126177	2517953
2386	126216	2517606
2387	126254	2517263
2388	126301	2517086
2389	126338	2516729
2390	126394	2516738
2391	126453	2516803
2392	126490	2516434
2393	126535	2516231
2394	126593	2516286
2395	126630	2515912
2396	126669	2515573
2397	126727	2515623
2398	126771	2515407
2399	126816	2515187
2400	126853	2514821
2401	126890	2514455
2402	126946	2514477
2403	126984	2514127
2404	127030	2513934
2405	127086	2513955
2406	127132	2513762
2407	127189	2513780
2408	127226	2513418
2409	127264	2513080
2410	127302	2512728
2411	127340	2512382
2412	127385	2512187
2413	127423	2511840
2414	127470	2511676
2415	127508	2511332
2416	127554	2511148
2417	127602	2510990
2418	127639	2510632
2419	127676	2510269
2420	127733	2510294
2421	127778	2510100
2422	127835	2510128
2423	127892	2510153
2424	127937	2509949
2425	127975	2509604
2426	128019	2509391
2427	128068	2509254
2428	128105	2508898
2429	128165	2508975
2430	128214	2508861
2431	128252	2508516
2432	128301	2508383
2433	128337	2508004
2434	128396	2508082
2435	128433	2507728
2436	128481	2507569
2437	128541	2507659
2438	128599	2507720
2439	128656	2507751
2440	128693	2507391
2441	128749	2507395
2442	128786	2507037
2443	128831	2506831
2444	128887	2506839
2445	128924	2506481
2446	128979	2506483
2447	129027	2506328
2448	129072	2506127
2449	129119	2505974
2450	129179	2506060
2451	129238	2506126
2452	129286	2505981
2453	129323	2505624
2454	129360	2505279
2455	129406	2505086
2456	129450	2504869
2457	129494	2504650
2458	129540	2504466
2459	129597	2504503
2460	129656	2504558
2461	129714	2504626
2462	129751	2504266
2463	129811	2504342
2464	129878	2504568
2465	129922	2504358
2466	129971	2504230
2467	130008	2503872
2468	130052	2503649
2469	130100	2503506
2470	130144	2503301
2471	130180	2502927
2472	130241	2503033
2473	130280	2502715
2474	130340	2502792
2475	130385	2502599
2476	130424	2502276
2477	130484	2502368
2478	130543	2502447
2479	130587	2502229
2480	130623	2501856
2481	130660	2501502
2482	130705	2501302
2483	130761	2501317
2484	130798	2500958
2485	130834	2500593
2486	130882	2500442
2487	130941	2500520
2488	130985	2500310
2489	131032	2500145
2490	131089	2500169
2491	131150	2500274
2492	131186	2499914
2493	131222	2499548
2494	131268	2499365
2495	131315	2499204
2496	131351	2498825
2497	131388	2498485
2498	131433	2498295
2499	131493	2498368
2500	131539	2498202
2501	131576	2497857
2502	131632	2497857
2503	131688	2497874
2504	131733	2497684
2505	131809	2498065
2506	131852	2497829
2507	131895	2497592
2508	131954	2497674
2509	132016	2497793
2510	132097	2498281
2511	132162	2498457
2512	132199	2498116
2513	132246	2497963
2514	132284	2497616
2515	132320	2497257
2516	132377	2497292
2517	132434	2497320
2518	132490	2497340
2519	132546	2497351
2520	132592	2497160
2521	132636	2496951
2522	132681	2496752
2523	132717	2496401
2524	132754	2496054
2525	132799	2495844
2526	132835	2495483
2527	132876	2495228
2528	132936	2495304
2529	132974	2494972
2530	133021	2494824
2531	133067	2494646
2532	133113	2494469
2533	133150	2494135
2534	133188	2493811
2535	133226	2493476
2536	133273	2493315
2537	133329	2493329
2538	133388	2493409
2539	133433	2493215
2540	133481	2493079
2541	133519	2492742
2542	133566	2492587
2543	133614	2492465
2544	133652	2492136
2545	133691	2491827
2546	133739	2491699
2547	133797	2491744
2548	133834	2491410
2549	133927	2492098
2550	134102	2494336
2551	134224	2495571
2552	134307	2496085
2553	134393	2496652
2554	134500	2497607
2555	134559	2497664
2556	134606	2497506
2557	134665	2497569
2558	134709	2497362
2559	134768	2497425
2560	134812	2497221
2561	134869	2497245
2562	134913	2497040
2563	134959	2496855
2564	134996	2496505
2565	135032	2496154
2566	135068	2495797
2567	135106	2495465
2568	135143	2495129
2569	135179	2494779
2570	135217	2494446
2571	135256	2494150
2572	135293	2493804
2573	135330	2493462
2574	135389	2493528
2575	135449	2493620
2576	135497	2493485
2577	135533	2493131
2578	135570	2492777
2579	135606	2492429
2580	135643	2492085
2581	135702	2492152
2582	135738	2491805
2583	135775	2491464
2584	135812	2491128
2585	135868	2491135
2586	135905	2490787
2587	135941	2490443
2588	135986	2490246
2589	136023	2489913
2590	136083	2489988
2591	136119	2489639
2592	136179	2489722
2593	136217	2489404
2594	136254	2489066
2595	136298	2488865
2596	136354	2488875
2597	136390	2488525
2598	136450	2488608
2599	136508	2488646
2600	136564	2488673
2601	136622	2488709
2602	136659	2488371
2603	136706	2488233
2604	136755	2488104
2605	136791	2487755
2606	136838	2487597
2607	136873	2487241
2608	136910	2486899
2609	136946	2486553
2610	136991	2486368
2611	137047	2486380
2612	137096	2486249
2613	137132	2485912
2614	137170	2485583
2615	137230	2485668
2616	137268	2485358
2617	137328	2485438
2618	137384	2485451
2619	137420	2485107
2620	137467	2484962
2621	137528	2485057
2622	137585	2485090
2623	137622	2484759
2624	137678	2484772
2625	137723	2484586
2626	137780	2484617
2627	137826	2484438
2628	137871	2484253
2629	137918	2484112
2630	137955	2483784
2631	138001	2483602
2632	138038	2483283
2633	138076	2482966
2634	138134	2483006
2635	138190	2483030
2636	138236	2482862
2637	138274	2482552
2638	138335	2482647
2639	138395	2482740
2640	138433	2482419
2641	138492	2482488
2642	138547	2482487
2643	138585	2482164
2644	138622	2481848
2645	138682	2481920
2646	138739	2481946
2647	138775	2481601
2648	138834	2481673
2649	138871	2481345
2650	138917	2481175
2651	138965	2481041
2652	139021	2481060
2653	139077	2481073
2654	139114	2480740
2655	139151	2480425
2656	139198	2480275
2657	139246	2480131
2658	139302	2480157
2659	139339	2479830
2660	139396	2479862
2661	139434	2479540
2662	139471	2479211
2663	139528	2479251
2664	139584	2479267
2665	139629	2479086
2666	139674	2478896
2667	139711	2478572
2668	139756	2478388
2669	139801	2478202
2670	139870	2478446
2671	139907	2478125
2672	139950	2477910
2673	140011	2478005
2674	140072	2478096
2675	140117	2477918
2676	140153	2477585
2677	140200	2477431
2678	140239	2477148
2679	140296	2477173
2680	140333	2476844
2681	140389	2476862
2682	140434	2476679
2683	140495	2476777
2684	140555	2476858
2685	140622	2477069
2686	140668	2476913
2687	140714	2476748
2688	140753	2476449
2689	140789	2476117
2690	140847	2476160
2691	140885	2475864
2692	140933	2475738
2693	140991	2475784
2694	141030	2475482
2695	141089	2475550
2696	141138	2475437
2697	141182	2475254
2698	141220	2474946
2699	141259	2474665
2700	141307	2474530
2701	141352	2474346
2702	141409	2474377
2703	141445	2474045
2704	141503	2474090
2705	141548	2473909
2706	141608	2473984
2707	141645	2473663
2708	141682	2473345
2709	141722	2473086
2710	141759	2472769
2711	141817	2472814
2712	141854	2472497
2713	141891	2472166
2714	141947	2472191
2715	141983	2471859
2716	142020	2471532
2717	142076	2471543
2718	142113	2471230
2719	142150	2470905
2720	142188	2470608
2721	142236	2470487
2722	142284	2470353
2723	142345	2470456
2724	142404	2470527
2725	142442	2470226
2726	142488	2470056
2727	142525	2469741
2728	142562	2469435
2729	142619	2469459
2730	142664	2469285
2731	142722	2469337
2732	142759	2469017
2733	142796	2468697
2734	142851	2468698
2735	142888	2468372
2736	142947	2468441
2737	142991	2468252
2738	143038	2468114
2739	143087	2468000
2740	143149	2468114
2741	143187	2467816
2742	143243	2467838
2743	143303	2467915
2744	143340	2467604
2745	143378	2467300
2746	143436	2467341
2747	143558	2468495
2748	143673	2469518
2749	143793	2470641
2750	143869	2470981
2751	143979	2471925
2752	144036	2471950
2753	144100	2472094
2754	144208	2473004
2755	144316	2473899
2756	144454	2475322
2757	144639	2477548
2758	144710	2477813
2759	144758	2477681
2760	144804	2477519
2761	144874	2477771
2762	144989	2478778
2763	145066	2479155
2764	145128	2479264
2765	145189	2479350
2766	145243	2479329
2767	145333	2479913
2768	145403	2480160
2769	145474	2480422
2770	145562	2480974
2771	145607	2480798
2772	145670	2480909
2773	145731	2481002
2774	145779	2480875
2775	145825	2480708
2776	145863	2480412
2777	145910	2480268
2778	145971	2480352
2779	146015	2480169
2780	146061	2479994
2781	146099	2479704
2782	146148	2479585
2783	146188	2479318
2784	146226	2479025
2785	146264	2478734
2786	146311	2478574
2787	146356	2478409
2788	146417	2478484
2789	146474	2478511
2790	146535	2478600
2791	146573	2478307
2792	146611	2478016
2793	146669	2478047
2794	146727	2478097
2795	146787	2478163
2796	146834	2478016
2797	146880	2477853
2798	146917	2477550
2799	146963	2477390
2800	147024	2477474
2801	147072	2477342
2802	147130	2477390
2803	147188	2477428
2804	147249	2477521
2805	147297	2477398
2806	147355	2477434
2807	147414	2477488
2808	147460	2477331
2809	147521	2477411
2810	147560	2477131
2811	147620	2477206
2812	147659	2476924
2813	147697	2476631
2814	147744	2476489
2815	147782	2476201
2816	147841	2476255
2817	147879	2475956
2818	147918	2475687
2819	147976	2475712
2820	148014	2475427
2821	148053	2475141
2822	148091	2474857
2823	148130	2474582
2824	148188	2474615
2825	148227	2474340
2826	148266	2474066
2827	148305	2473787
2828	148362	2473812
2829	148408	2473650
2830	148447	2473367
2831	148484	2473068
2832	148523	2472787
2833	148562	2472504
2834	148599	2472209
2835	148639	2471942
2836	148687	2471817
2837	148725	2471529
2838	148774	2471414
2839	148835	2471502
2840	148873	2471214
2841	148919	2471064
2842	148958	2470775
2843	148996	2470486
2844	149034	2470193
2845	149072	2469912
2846	149111	2469635
2847	149159	2469506
2848	149197	2469218
2849	149236	2468950
2850	149276	2468688
2851	149324	2468573
2852	149383	2468619
2853	149442	2468680
2854	149488	2468515
2855	149549	2468606
2856	149587	2468331
2857	149625	2468038
2858	149663	2467742
2859	149719	2467761
2860	149758	2467480
2861	149797	2467206
2862	149863	2467385
2863	149920	2467412
2864	149959	2467129
2865	150005	2466981
2866	150052	2466829
2867	150090	2466557
2868	150129	2466274
2869	150168	2466009
2870	150216	2465887
2871	150256	2465628
2872	150295	2465362
2873	150334	2465094
2874	150396	2465198
2875	150454	2465228
2876	150511	2465255
2877	150558	2465118
2878	150596	2464836
2879	150634	2464550
2880	150680	2464399
2881	150739	2464444
2882	150777	2464159
2883	150815	2463882
2884	150854	2463601
2885	150891	2463308
2886	150939	2463177
2887	150976	2462876
2888	151034	2462929
2889	151073	2462647
2890	151111	2462368
2891	151171	2462442
2892	151208	2462146
2893	151247	2461870
2894	151306	2461927
2895	151344	2461646
2896	151381	2461354
