iter	Passed	Remaining
261	15963	3030590
262	16022	3030092
263	16081	3029592
264	16126	3026636
265	16164	3022242
266	16223	3021844
267	16261	3017541
268	16306	3014673
269	16365	3014311
270	16427	3014422
271	16486	3014108
272	16544	3013515
273	16582	3009385
274	16639	3008740
275	16699	3008522
276	16759	3008376
277	16816	3007733
278	16876	3007520
279	16937	3007566
280	16982	3004887
281	17040	3004309
282	17078	3000390
283	17138	3000121
284	17197	2999889
285	17245	2997630
286	17302	2997000
287	17361	2996797
288	17419	2996355
289	17479	2996190
290	17536	2995593
291	17581	2992930
292	17625	2990131
293	17682	2989539
294	17739	2988883
295	17798	2988644
296	17858	2988673
297	17915	2988101
298	17972	2987492
299	18030	2987067
300	18076	2984583
301	18124	2982613
302	18162	2978884
303	18210	2976863
304	18267	2976376
305	18312	2973923
306	18373	2974075
307	18430	2973532
308	18490	2973567
309	18548	2973083
310	18607	2972954
311	18653	2970658
312	18710	2970215
313	18767	2969688
314	18827	2969725
315	18872	2967349
316	18930	2966905
317	18985	2966190
318	19044	2966025
319	19104	2965990
320	19141	2962400
321	19185	2959884
322	19241	2959288
323	19297	2958676
324	19353	2958041
325	19410	2957597
326	19468	2957362
327	19524	2956783
328	19561	2953315
329	19617	2952759
330	19676	2952535
331	19732	2952000
332	19788	2951418
333	19844	2950917
334	19901	2950503
335	19960	2950364
336	20028	2951505
337	20096	2952699
338	20155	2952568
339	20210	2951955
340	20269	2951857
341	20326	2951452
342	20384	2951051
343	20429	2949041
344	20476	2947173
345	20536	2947147
346	20595	2946998
347	20654	2946884
348	20701	2945079
349	20758	2944699
350	20817	2944622
351	20873	2944139
352	20930	2943735
353	20989	2943676
354	21049	2943709
355	21108	2943614
356	21165	2943164
357	21220	2942543
358	21279	2942419
359	21324	2940375
360	21380	2939923
361	21440	2939933
362	21496	2939503
363	21543	2937772
364	21602	2937704
365	21646	2935569
366	21702	2935015
367	21757	2934431
368	21819	2934741
369	21878	2934723
370	21937	2934644
371	21982	2932679
372	22042	2932698
373	22100	2932507
374	22155	2931971
375	22214	2931810
376	22274	2931892
377	22330	2931452
378	22387	2931156
379	22432	2929256
380	22489	2928882
381	22536	2927312
382	22574	2924527
383	22630	2924097
384	22675	2922142
385	22730	2921640
386	22778	2920161
387	22814	2917188
388	22870	2916742
389	22930	2916860
390	22986	2916504
391	23047	2916632
392	23094	2915186
393	23149	2914649
394	23205	2914160
395	23264	2914124
396	23323	2914159
397	23383	2914246
398	23442	2914230
399	23491	2912884
400	23551	2913015
401	23611	2913112
402	23671	2913225
403	23729	2913137
404	23786	2912774
405	23841	2912317
406	23897	2911937
407	23942	2910169
408	24001	2910145
409	24083	2912977
410	24205	2920542
411	24296	2924296
412	24358	2924629
413	24420	2924970
414	24480	2924979
415	24544	2925491
416	24592	2924103
417	24653	2924369
418	24701	2922947
419	24779	2925146
420	24818	2922758
421	24878	2922764
422	24936	2922613
423	24992	2922205
424	25051	2922137
425	25110	2922083
426	25167	2921902
427	25212	2920134
428	25267	2919704
429	25323	2919299
430	25382	2919207
431	25427	2917533
432	25471	2915820
433	25528	2915524
434	25588	2915584
435	25646	2915495
436	25701	2915015
437	25748	2913551
438	25803	2913131
439	25862	2913106
440	25921	2913059
441	25980	2912989
442	26039	2912935
443	26084	2911356
444	26141	2911074
445	26199	2910963
446	26255	2910628
447	26314	2910555
448	26374	2910607
449	26432	2910562
450	26491	2910460
451	26549	2910327
452	26604	2909919
453	26641	2907488
454	26697	2907120
455	26755	2906939
456	26812	2906693
457	26870	2906605
458	26927	2906308
459	26982	2905898
460	27026	2904249
461	27082	2903927
462	27119	2901577
463	27174	2901159
464	27222	2899912
465	27281	2899919
466	27326	2898396
467	27364	2896141
468	27424	2896251
469	27482	2896191
470	27527	2894719
471	27585	2894605
472	27622	2892278
473	27681	2892280
474	27739	2892161
475	27775	2889869
476	27832	2889667
477	27889	2889387
478	27947	2889299
479	27984	2887035
480	28042	2887002
481	28098	2886724
482	28156	2886641
483	28215	2886639
484	28274	2886667
485	28319	2885235
486	28377	2885124
487	28415	2883038
488	28472	2882781
489	28527	2882481
490	28572	2881042
491	28617	2879675
492	28676	2879655
493	28721	2878266
494	28776	2877971
495	28836	2878083
496	28895	2878090
497	28954	2878103
498	29012	2878025
499	29069	2877890
500	29106	2875718
501	29150	2874309
502	29209	2874294
503	29265	2874029
504	29322	2873940
505	29383	2874114
506	29446	2874567
507	29511	2875141
508	29560	2874258
509	29612	2873542
510	29675	2873964
511	29733	2873956
512	29779	2872685
513	29838	2872724
514	29874	2870588
515	29919	2869282
516	29978	2869319
517	30042	2869805
518	30079	2867717
519	30138	2867787
520	30197	2867850
521	30245	2866806
522	30306	2867039
523	30352	2865852
524	30412	2866033
525	30473	2866247
526	30533	2866352
527	30592	2866392
528	30640	2865446
529	30678	2863490
530	30737	2863559
531	30781	2862258
532	30827	2861027
533	30874	2859955
534	30933	2860055
535	30978	2858812
536	31035	2858647
537	31094	2858699
538	31150	2858507
539	31209	2858558
540	31265	2858352
541	31323	2858267
542	31381	2858249
543	31418	2856337
544	31464	2855142
545	31500	2853198
546	31545	2851952
547	31600	2851680
548	31637	2849738
549	31693	2849555
550	31753	2849672
551	31809	2849477
552	31846	2847539
553	31902	2847398
554	31939	2845491
555	31998	2845542
556	32054	2845370
557	32111	2845230
558	32155	2844015
559	32193	2842197
560	32230	2840378
561	32289	2840445
562	32334	2839328
563	32381	2838289
564	32437	2838149
565	32496	2838246
566	32534	2836472
567	32582	2835624
568	32642	2835767
569	32701	2835825
570	32757	2835639
571	32817	2835802
572	32877	2835989
573	32935	2836034
574	32980	2834860
575	33039	2834933
576	33095	2834831
577	33140	2833692
578	33185	2832543
579	33232	2831626
580	33277	2830535
581	33335	2830536
582	33373	2828834
583	33421	2827975
584	33476	2827797
585	33535	2827875
586	33593	2827832
587	33629	2826027
588	33667	2824342
589	33727	2824511
590	33787	2824693
591	33824	2822996
592	33870	2821988
593	33930	2822150
594	33989	2822297
595	34040	2821672
596	34077	2819991
597	34134	2819888
598	34194	2820068
599	34254	2820257
600	34314	2820505
601	34365	2819886
602	34427	2820237
603	34472	2819219
604	34510	2817603
605	34569	2817726
606	34617	2816911
607	34678	2817160
608	34716	2815570
609	34773	2815550
610	34831	2815518
611	34877	2814554
612	34922	2813538
613	34969	2812710
614	35050	2814590
615	35149	2817901
616	35244	2820866
617	35327	2822899
618	35417	2825411
619	35514	2828531
620	35596	2830452
621	35681	2832581
622	35719	2830983
623	35767	2830182
624	35826	2830321
625	35864	2828700
626	35921	2828621
627	35981	2828748
628	36038	2828687
629	36085	2827872
630	36122	2826236
631	36171	2825491
632	36232	2825743
633	36278	2824792
634	36336	2824791
635	36398	2825112
636	36436	2823559
637	36473	2821976
638	36521	2821186
639	36559	2819617
640	36604	2818685
641	36661	2818587
642	36706	2817630
643	36752	2816721
644	36813	2816913
645	36869	2816842
646	36930	2817011
647	36987	2816985
648	37046	2817080
649	37106	2817255
650	37154	2816462
651	37210	2816376
652	37256	2815491
653	37314	2815456
654	37352	2813992
655	37391	2812539
656	37439	2811840
657	37477	2810378
658	37539	2810645
659	37585	2809817
660	37633	2809066
661	37693	2809243
662	37752	2809362
663	37810	2809375
664	37855	2808437
665	37915	2808562
666	37974	2808723
667	38032	2808736
668	38070	2807256
669	38128	2807257
670	38188	2807459
671	38234	2806598
672	38294	2806781
673	38353	2806838
674	38413	2807054
675	38474	2807253
676	38531	2807211
677	38578	2806438
678	38637	2806538
679	38696	2806642
680	38733	2805144
681	38789	2805047
682	38850	2805231
683	38895	2804344
684	38942	2803563
685	38979	2802069
686	39016	2800592
687	39054	2799183
688	39099	2798333
689	39156	2798279
690	39202	2797422
691	39240	2796062
692	39301	2796278
693	39347	2795479
694	39394	2794706
695	39430	2793230
696	39487	2793176
697	39525	2791800
698	39581	2791727
699	39638	2791715
700	39698	2791874
701	39758	2792063
702	39797	2790736
703	39834	2789321
704	39871	2787899
705	39929	2787916
706	39999	2788838
707	40060	2789098
708	40117	2789059
709	40155	2787667
710	40191	2786240
711	40228	2784837
712	40288	2784986
713	40336	2784315
714	40395	2784487
715	40452	2784450
716	40490	2783108
717	40535	2782295
718	40595	2782476
719	40633	2781166
720	40672	2779858
721	40735	2780255
722	40774	2779030
723	40820	2778266
724	40876	2778201
725	40914	2776876
726	40972	2776964
727	41018	2776197
728	41065	2775525
729	41110	2774701
730	41147	2773323
731	41196	2772754
732	41245	2772216
733	41284	2770997
734	41342	2771057
735	41403	2771339
736	41461	2771370
737	41506	2770605
738	41567	2770855
739	41614	2770206
740	41659	2769372
741	41715	2769326
742	41773	2769335
743	41810	2768044
744	41856	2767284
745	41893	2765963
746	41941	2765372
747	41988	2764706
748	42033	2763908
749	42071	2762715
750	42119	2762124
751	42165	2761377
752	42221	2761355
753	42266	2760582
754	42304	2759343
755	42367	2759714
756	42413	2759021
757	42462	2758521
758	42509	2757884
759	42547	2756597
760	42584	2755325
761	42622	2754103
762	42659	2752863
763	42707	2752262
764	42765	2752381
765	42810	2751640
766	42868	2751667
767	42925	2751698
768	42973	2751139
769	43010	2749867
770	43067	2749864
771	43112	2749153
772	43172	2749378
773	43218	2748651
774	43278	2748890
775	43339	2749144
776	43386	2748545
777	43433	2747950
778	43481	2747354
779	43540	2747525
780	43578	2746329
781	43635	2746339
782	43680	2745611
783	43728	2745059
784	43787	2745220
785	43828	2744248
786	43880	2743930
787	43937	2743993
788	43994	2743983
789	44040	2743361
790	44087	2742717
791	44143	2742682
792	44202	2742863
793	44261	2742956
794	44297	2741738
795	44344	2741116
796	44403	2741237
797	44440	2740036
798	44487	2739463
799	44524	2738277
800	44581	2738253
801	44639	2738352
802	44697	2738487
803	44757	2738695
804	44805	2738131
805	44841	2736895
806	44900	2737008
807	44959	2737160
808	45023	2737668
809	45069	2737004
810	45126	2737007
811	45170	2736271
812	45229	2736414
813	45266	2735238
814	45304	2734083
815	45363	2734240
816	45422	2734418
817	45467	2733707
818	45525	2733807
819	45582	2733840
820	45639	2733839
821	45675	2732652
822	45712	2731450
823	45771	2731629
824	45818	2731048
825	45875	2731091
826	45942	2731703
827	46038	2734074
828	46143	2736952
829	46240	2739314
830	46441	2747858
831	46666	2757794
832	46822	2763640
833	47009	2771314
834	47215	2780053
835	47336	2783818
836	47394	2783833
837	47452	2783844
838	47512	2783994
839	47549	2782752
840	47594	2782022
841	47630	2780794
842	47667	2779566
843	47722	2779436
844	47778	2779338
845	47823	2778618
846	47881	2778677
847	47938	2778634
848	47986	2778053
849	48023	2776876
850	48060	2775691
851	48097	2774534
852	48153	2774457
853	48190	2773248
854	48235	2772561
855	48282	2771960
856	48340	2771995
857	48401	2772194
858	48437	2771002
859	48495	2770983
860	48543	2770463
861	48602	2770565
862	48639	2769418
863	48676	2768269
864	48734	2768307
865	48780	2767654
866	48839	2767741
867	48884	2767015
868	48930	2766427
869	48966	2765225
870	49028	2765442
871	49084	2765420
872	49132	2764873
873	49190	2764923
874	49227	2763752
875	49263	2762598
876	49308	2761870
877	49353	2761200
878	49398	2760511
879	49443	2759829
880	49490	2759258
881	49526	2758108
882	49585	2758198
883	49645	2758366
884	49693	2757831
885	49729	2756670
886	49785	2756627
887	49843	2756686
888	49903	2756833
889	49940	2755711
890	50012	2756499
891	50070	2756581
892	50128	2756596
893	50173	2755970
894	50221	2755429
895	50258	2754340
896	50326	2754952
897	50374	2754445
898	50435	2754653
899	50495	2754786
900	50532	2753733
901	50578	2753100
902	50614	2751966
903	50659	2751304
904	50715	2751230
905	50771	2751165
906	50815	2750468
907	50871	2750406
908	50918	2749874
909	50977	2749966
910	51021	2749301
911	51059	2748229
912	51106	2747699
913	51152	2747144
914	51199	2746600
915	51258	2746717
916	51304	2746079
917	51342	2745066
918	51379	2744015
919	51415	2742920
920	51474	2743026
921	51520	2742443
922	51576	2742405
923	51613	2741341
924	51671	2741396
925	51716	2740760
926	51774	2740792
927	51811	2739730
928	51867	2739717
929	51913	2739129
930	51960	2738618
931	52017	2738596
932	52073	2738572
933	52110	2737507
934	52169	2737631
935	52229	2737798
936	52275	2737247
937	52313	2736256
938	52373	2736434
939	52419	2735854
940	52456	2734806
941	52493	2733780
942	52553	2733932
943	52609	2733932
944	52666	2733931
945	52722	2733899
946	52767	2733287
947	52826	2733382
948	52886	2733526
949	52922	2732479
950	52982	2732622
951	53027	2732020
952	53064	2730988
953	53100	2729963
954	53157	2729968
955	53205	2729502
956	53251	2728934
957	53307	2728904
958	53365	2729009
959	53425	2729145
960	53472	2728633
961	53519	2728141
962	53556	2727153
963	53612	2727131
964	53672	2727272
965	53718	2726721
966	53776	2726800
967	53820	2726154
968	53878	2726230
969	53922	2725568
970	53965	2724899
971	54009	2724249
972	54045	2723227
973	54105	2723393
974	54152	2722905
975	54200	2722484
976	54259	2722576
977	54304	2722021
978	54363	2722122
979	54404	2721310
980	54441	2720329
981	54497	2720324
982	54557	2720478
983	54594	2719539
984	54654	2719697
985	54710	2719662
986	54767	2719683
987	54814	2719205
988	54875	2719396
989	54921	2718875
990	54980	2719000
991	55038	2719081
992	55094	2719064
993	55132	2718113
994	55168	2717124
995	55228	2717290
996	55287	2717398
997	55347	2717587
998	55393	2717058
999	55453	2717211
1000	55513	2717366
1001	55549	2716385
1002	55594	2715800
1003	55640	2715316
1004	55696	2715290
1005	55759	2715564
1006	55815	2715567
1007	55863	2715122
1008	55923	2715306
1009	55974	2715017
1010	56011	2714092
1011	56047	2713120
1012	56096	2712719
1013	56155	2712863
1014	56201	2712322
1015	56246	2711791
1016	56292	2711297
1017	56342	2710985
1018	56381	2710112
1019	56425	2709519
1020	56462	2708588
1021	56519	2708631
1022	56579	2708775
1023	56615	2707829
1024	56653	2706911
1025	56709	2706913
1026	56768	2707035
1027	56812	2706458
1028	56857	2705892
1029	56915	2705955
1030	56982	2706463
1031	57058	2707406
1032	57134	2708308
1033	57266	2711898
1034	57342	2712821
1035	57410	2713386
1036	57464	2713264
1037	57531	2713758
1038	57582	2713459
1039	57634	2713245
1040	57713	2714308
1041	57757	2713725
1042	57814	2713712
1043	57870	2713705
1044	57906	2712760
1045	57965	2712868
1046	58024	2712964
1047	58061	2712028
1048	58120	2712154
1049	58158	2711286
1050	58219	2711486
1051	58264	2710983
1052	58303	2710124
1053	58362	2710257
1054	58399	2709352
1055	58447	2708941
1056	58506	2709063
1057	58543	2708178
1058	58580	2707260
1059	58626	2706756
1060	58686	2706916
1061	58744	2707021
1062	58782	2706138
1063	58827	2705622
1064	58872	2705098
1065	58928	2705079
1066	58987	2705201
1067	59044	2705189
1068	59088	2704620
1069	59133	2704104
1070	59189	2704081
1071	59225	2703178
1072	59282	2703192
1073	59328	2702686
1074	59365	2701804
1075	59420	2701774
1076	59478	2701814
1077	59516	2700974
1078	59561	2700466
1079	59608	2700051
1080	59667	2700171
1081	59724	2700209
1082	59770	2699698
1083	59807	2698838
1084	59853	2698394
1085	59890	2697501
1086	59926	2696598
1087	59974	2696190
1088	60036	2696471
1089	60082	2695988
1090	60119	2695116
1091	60156	2694270
1092	60194	2693442
1093	60256	2693710
1094	60306	2693393
1095	60367	2693626
1096	60423	2693618
1097	60482	2693745
1098	60527	2693216
1099	60586	2693346
1100	60632	2692875
1101	60690	2692960
1102	60727	2692108
1103	60776	2691771
1104	60812	2690897
1105	60873	2691074
1106	60918	2690609
1107	60978	2690748
1108	61016	2689938
1109	61053	2689121
1110	61112	2689246
1111	61150	2688411
1112	61208	2688509
1113	61265	2688520
1114	61310	2688030
1115	61367	2688061
1116	61412	2687595
1117	61451	2686825
1118	61511	2686982
1119	61567	2686961
1120	61603	2686108
1121	61640	2685249
1122	61686	2684831
1123	61744	2684911
1124	61793	2684565
1125	61830	2683745
1126	61886	2683749
1127	61945	2683858
1128	62001	2683851
1129	62046	2683358
1130	62091	2682883
1131	62138	2682488
1132	62195	2682548
1133	62245	2682258
1134	62282	2681450
1135	62343	2681628
1136	62388	2681181
1137	62445	2681194
1138	62489	2680672
1139	62534	2680205
1140	62581	2679827
1141	62626	2679335
1142	62663	2678515
1143	62719	2678504
1144	62755	2677646
1145	62812	2677686
1146	62857	2677231
1147	62903	2676782
1148	62950	2676397
1149	62995	2675946
1150	63052	2675969
1151	63097	2675509
1152	63134	2674694
1153	63178	2674206
1154	63235	2674236
1155	63292	2674277
1156	63340	2673929
1157	63399	2674051
1158	63435	2673231
1159	63474	2672476
1160	63511	2671679
1161	63568	2671740
1162	63615	2671364
1163	63674	2671463
1164	63718	2670967
1165	63764	2670566
1166	63823	2670702
1167	63868	2670213
1168	63915	2669834
1169	63952	2669046
1170	63988	2668246
1171	64045	2668251
1172	64082	2667492
1173	64141	2667611
1174	64179	2666848
1175	64215	2666054
1176	64271	2666050
1177	64319	2665719
1178	64358	2664989
1179	64418	2665170
1180	64477	2665311
1181	64525	2664994
1182	64570	2664528
1183	64630	2664709
1184	64668	2663952
1185	64706	2663227
1186	64743	2662459
1187	64789	2662026
1188	64826	2661274
1189	64872	2660880
1190	64920	2660542
1191	64957	2659788
1192	65015	2659839
1193	65059	2659363
1194	65107	2659058
1195	65144	2658288
1196	65182	2657550
1197	65218	2656757
1198	65277	2656883
1199	65334	2656938
1200	65380	2656524
1201	65425	2656092
1202	65481	2656107
1203	65518	2655330
1204	65564	2654952
1205	65609	2654536
1206	65647	2653783
1207	65707	2653962
1208	65764	2654017
1209	65823	2654162
1210	65880	2654212
1211	65926	2653803
1212	65983	2653846
1213	66028	2653412
1214	66085	2653464
1215	66121	2652707
1216	66159	2651981
1217	66204	2651543
1218	66265	2651749
1219	66311	2651383
1220	66359	2651046
1221	66416	2651110
1222	66465	2650836
1223	66525	2651030
1224	66585	2651204
1225	66645	2651368
1226	66702	2651418
1227	66740	2650715
1228	66777	2649982
1229	66826	2649681
1230	66863	2648960
1231	66921	2649033
1232	66968	2648700
1233	67028	2648878
1234	67074	2648487
1235	67118	2648034
1236	67177	2648169
1237	67237	2648351
1238	67283	2647938
1239	67329	2647589
1240	67388	2647719
1241	67448	2647853
1242	67505	2647921
1243	67561	2647926
1244	67598	2647191
1245	67636	2646521
1246	67681	2646093
1247	67727	2645702
1248	67772	2645294
1249	67831	2645439
1250	67879	2645128
1251	67927	2644826
1252	68020	2646274
1253	68113	2647726
1254	68194	2648729
1255	68291	2650321
1256	68365	2651042
1257	68463	2652647
1258	68546	2653726
1259	68630	2654803
1260	68690	2654966
1261	68737	2654614
1262	68783	2654226
1263	68839	2654236
1264	68897	2654339
1265	68954	2654378
1266	68991	2653648
1267	69051	2653802
1268	69089	2653099
1269	69144	2653095
1270	69203	2653213
1271	69262	2653326
1272	69321	2653457
1273	69382	2653648
1274	69420	2652954
1275	69458	2652273
1276	69514	2652280
1277	69571	2652322
1278	69619	2652007
1279	69678	2652150
1280	69716	2651440
1281	69753	2650757
1282	69813	2650899
1283	69850	2650173
1284	69897	2649838
1285	69966	2650331
1286	70015	2650073
1287	70053	2649399
1288	70091	2648722
1289	70136	2648322
1290	70192	2648345
1291	70239	2648009
1292	70288	2647766
1293	70328	2647173
1294	70386	2647221
1295	70423	2646539
1296	70468	2646135
1297	70506	2645451
1298	70565	2645596
1299	70602	2644885
1300	70658	2644892
1301	70718	2645045
1302	70766	2644737
1303	70802	2644022
1304	70839	2643333
1305	70878	2642677
1306	70916	2642024
1307	70954	2641357
1308	71001	2641057
1309	71038	2640363
1310	71075	2639669
1311	71120	2639251
1312	71165	2638853
1313	71201	2638147
1314	71239	2637491
1315	71276	2636797
1316	71333	2636849
1317	71393	2636992
1318	71452	2637135
1319	71499	2636827
1320	71537	2636153
1321	71575	2635519
1322	71633	2635614
1323	71678	2635213
1324	71735	2635256
1325	71772	2634563
1326	71808	2633869
1327	71856	2633601
1328	71916	2633750
1329	71972	2633764
1330	72019	2633459
1331	72076	2633515
1332	72114	2632865
1333	72171	2632915
1334	72230	2633022
1335	72286	2633060
1336	72325	2632451
1337	72364	2631821
1338	72401	2631165
1339	72459	2631268
1340	72505	2630895
1341	72553	2630615
1342	72598	2630255
1343	72636	2629609
1344	72692	2629646
1345	72730	2629005
1346	72787	2629061
1347	72825	2628404
1348	72881	2628438
1349	72919	2627798
1350	72975	2627813
1351	73012	2627158
1352	73070	2627226
1353	73107	2626576
1354	73152	2626198
1355	73197	2625828
1356	73257	2625970
1357	73317	2626140
1358	73355	2625514
1359	73399	2625125
1360	73444	2624745
1361	73482	2624104
1362	73541	2624231
1363	73598	2624279
1364	73635	2623646
1365	73691	2623668
1366	73737	2623320
1367	73796	2623459
1368	73844	2623163
1369	73903	2623298
1370	73959	2623318
1371	73996	2622683
1372	74052	2622704
1373	74112	2622836
1374	74171	2622981
1375	74230	2623098
1376	74298	2623557
1377	74358	2623701
1378	74406	2623419
1379	74464	2623540
1380	74522	2623598
1381	74559	2622973
1382	74607	2622701
1383	74654	2622417
1384	74702	2622126
1385	74739	2621494
1386	74777	2620862
1387	74834	2620915
1388	74890	2620943
1389	74938	2620677
1390	74985	2620396
1391	75022	2619747
1392	75082	2619901
1393	75141	2620044
1394	75197	2620052
1395	75253	2620088
1396	75291	2619460
1397	75351	2619612
1398	75395	2619234
1399	75432	2618587
1400	75479	2618309
1401	75536	2618346
1402	75593	2618397
1403	75650	2618460
1404	75688	2617850
1405	75748	2617997
1406	75806	2618107
1407	75854	2617840
1408	75919	2618188
1409	75957	2617559
1410	76005	2617304
1411	76042	2616666
1412	76098	2616717
1413	76136	2616096
1414	76194	2616174
1415	76231	2615554
1416	76277	2615222
1417	76319	2614782
1418	76379	2614948
1419	76416	2614314
1420	76453	2613665
1421	76490	2613031
1422	76537	2612766
1423	76584	2612484
1424	76621	2611856
1425	76678	2611912
1426	76723	2611543
1427	76783	2611707
1428	76820	2611098
1429	76865	2610725
1430	76909	2610365
1431	76969	2610501
1432	77028	2610624
1433	77065	2610008
1434	77109	2609647
1435	77169	2609800
1436	77215	2609476
1437	77252	2608856
1438	77299	2608567
1439	77346	2608308
1440	77405	2608407
1441	77462	2608473
1442	77499	2607856
1443	77543	2607496
1444	77600	2607553
1445	77637	2606938
1446	77694	2606986
1447	77755	2607174
1448	77792	2606555
1449	77848	2606588
1450	77885	2605974
1451	77935	2605792
1452	77983	2605567
1453	78022	2605002
1454	78078	2605048
1455	78125	2604764
1456	78182	2604825
1457	78227	2604487
1458	78264	2603868
1459	78322	2603952
1460	78360	2603373
1461	78419	2603491
1462	78507	2604594
1463	78591	2605555
1464	78740	2608644
1465	78847	2610349
1466	78937	2611506
1467	79009	2612057
1468	79178	2615808
1469	79401	2621315
1470	79585	2625561
1471	79761	2629544
1472	79874	2631418
1473	79991	2633433
1474	80077	2634406
1475	80123	2634073
1476	80171	2633817
1477	80216	2633480
1478	80255	2632925
1479	80314	2633008
1480	80362	2632755
1481	80407	2632412
1482	80466	2632492
1483	80523	2632519
1484	80570	2632229
1485	80617	2631955
1486	80655	2631352
1487	80715	2631500
1488	80760	2631148
1489	80797	2630534
1490	80854	2630569
1491	80913	2630660
1492	80961	2630406
1493	80998	2629791
1494	81054	2629788
1495	81113	2629892
1496	81172	2629985
1497	81217	2629652
1498	81262	2629283
